# PPO-Bi detailed evaluation results (greedy inference)

[summary]
generated_at_utc: 2026-06-28T12:28:45+00:00
run_id: 9gj82ve1
checkpoint: runs/9gj82ve1/final_model.pt
global_step: 1001472
algorithm: PPO_BI
inference_mode: greedy
sampling_temperature: 1.0
reward: delta_seh
masking: r2_available
eval_r2_pool: train
r2_arch: lookup
starts_file: data/Bi/reactants_compact_test.pkl
num_start_molecules: 2000
start_offset: 0
total_starts: 2000
total_reactions: 5949
max_qed: 0.944
best_qed: 0.944
mean_delta_qed: -0.25506049999999997
avg_delta_qed: -0.25506049999999997
avg_num_reactions: 2.9745
max_episode_len: 4
positive_delta_fraction: 0.9955
negative_delta_fraction: 0.0025
zero_delta_fraction: 0.002
results_file: run_detailed_results/internal/ppo/4_steps/compact/4s_delta_seh_9gj82ve1_compact_results.txt
max_seh: 1.027742624282837
best_seh: 1.027742624282837
mean_delta_seh: 0.6329683447869793
avg_delta_seh: 0.6329683447869793

[trajectories]
path_id	start_smiles	final_smiles	initial_qed	final_qed	max_qed	delta_qed	num_reactions	stopped
1618	2	O=C(Cc1ccc(Br)cc1)C1(C(F)F)CCC1	Suzuki_coupling	68	Nc1ccc2cc(-c3ccc(CC(=O)C4(C(F)F)CCC4)cc3)ccc2c1	0.595	0.227632	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1618	3	Nc1ccc2cc(-c3ccc(CC(=O)C4(C(F)F)CCC4)cc3)ccc2c1	Bischler-Indole	7	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C1(C(F)F)CCC1	0.246	0.264532	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1618	4	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C1(C(F)F)CCC1	STOP	102	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C1(C(F)F)CCC1	0.246	0		STOP
1619	0	CC[C@@H]1CC[C@@H](C(=O)O)O1	START		CC[C@@H]1CC[C@@H](C(=O)O)O1	0.629	0		START
1619	1	CC[C@@H]1CC[C@@H](C(=O)O)O1	Ketone_formation_R2	85	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(Br)cc2)O1	0.85	0.171596	Brc1ccc(CI)cc1	REACT
1619	2	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(Br)cc2)O1	Suzuki_coupling	68	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)O1	0.64	0.21179	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1619	3	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)O1	Bischler-Indole	7	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)O1	0.256	0.280608	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1619	4	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)O1	STOP	102	CC[C@@H]1CC[C@@H](C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)O1	0.256	0		STOP
1620	0	COCC1(C(=O)O)CCOC1	START		COCC1(C(=O)O)CCOC1	0.637	0		START
1620	1	COCC1(C(=O)O)CCOC1	Ketone_formation_R2	85	COCC1(C(=O)Cc2ccc(Br)cc2)CCOC1	0.838	0.26811	Brc1ccc(CI)cc1	REACT
1620	2	COCC1(C(=O)Cc2ccc(Br)cc2)CCOC1	Suzuki_coupling	68	COCC1(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)CCOC1	0.654	0.193778	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1620	3	COCC1(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)CCOC1	Bischler-Indole	7	COCC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)CCOC1	0.226	0.0878272	O=C(CBr)c1cccc(Br)c1	REACT
1620	4	COCC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)CCOC1	Suzuki_coupling	68	COCC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)CCOC1	0.192	0.239392	OB(O)c1ccc2c(c1)OCC2	REACT
1620	5	COCC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)CCOC1	STOP	102	COCC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)CCOC1	0.192	0		STOP
1621	0	CC1OCC(CO)O1	START		CC1OCC(CO)O1	0.515	0		START
1621	1	CC1OCC(CO)O1	FGI_bromination	95	CC1OCC(CBr)O1	0.564	-0.00577496		REACT
1621	2	CC1OCC(CBr)O1	Alkyne_alkylation_R2	91	Cc1cc(Br)ccc1C#CCC1COC(C)O1	0.74	0.250504	C#Cc1ccc(Br)cc1C	REACT
1621	3	Cc1cc(Br)ccc1C#CCC1COC(C)O1	Suzuki_coupling	68	Cc1cc(-c2ccc3cc(N)ccc3c2)ccc1C#CCC1COC(C)O1	0.524	0.259756	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1621	4	Cc1cc(-c2ccc3cc(N)ccc3c2)ccc1C#CCC1COC(C)O1	Bischler-Indole	7	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCC1COC(C)O1	0.257	0.274173	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1621	5	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCC1COC(C)O1	STOP	102	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCC1COC(C)O1	0.257	0		STOP
1622	0	COC(=O)c1cc(N)ccc1Br	START		COC(=O)c1cc(N)ccc1Br	0.591	0		START
1622	1	COC(=O)c1cc(N)ccc1Br	Suzuki_coupling	68	COC(=O)c1cc(N)ccc1-c1ccc2cc(N)ccc2c1	0.56	0.24748	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1622	2	COC(=O)c1cc(N)ccc1-c1ccc2cc(N)ccc2c1	Bischler-Indole	7	COC(=O)c1c(-c2ccc3cc(N)ccc3c2)ccc2[nH]c(-c3cccc(Br)c3)cc12	0.225	0.126401	O=C(CBr)c1cccc(Br)c1	REACT
1622	3	COC(=O)c1c(-c2ccc3cc(N)ccc3c2)ccc2[nH]c(-c3cccc(Br)c3)cc12	Suzuki_coupling	68	COC(=O)c1c(-c2ccc3cc(N)ccc3c2)ccc2[nH]c(-c3cccc(-c4ccc5c(c4)CCO5)c3)cc12	0.189	0.266395	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
1622	4	COC(=O)c1c(-c2ccc3cc(N)ccc3c2)ccc2[nH]c(-c3cccc(-c4ccc5c(c4)CCO5)c3)cc12	STOP	102	COC(=O)c1c(-c2ccc3cc(N)ccc3c2)ccc2[nH]c(-c3cccc(-c4ccc5c(c4)CCO5)c3)cc12	0.189	0		STOP
1623	0	COC(=O)c1cccc(N)c1Br	START		COC(=O)c1cccc(N)c1Br	0.591	0		START
1623	1	COC(=O)c1cccc(N)c1Br	Suzuki_coupling	68	COC(=O)c1cccc(N)c1-c1ccc2cc(N)ccc2c1	0.56	0.260394	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1623	2	COC(=O)c1cccc(N)c1-c1ccc2cc(N)ccc2c1	Bischler-Indole	7	COC(=O)c1ccc2cc(-c3cccc(Br)c3)[nH]c2c1-c1ccc2cc(N)ccc2c1	0.225	0.12672	O=C(CBr)c1cccc(Br)c1	REACT
1623	3	COC(=O)c1ccc2cc(-c3cccc(Br)c3)[nH]c2c1-c1ccc2cc(N)ccc2c1	Bischler-Indole	7	COC(=O)c1ccc2cc(-c3cccc(Br)c3)[nH]c2c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.195	0.210702	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1623	4	COC(=O)c1ccc2cc(-c3cccc(Br)c3)[nH]c2c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	Suzuki_coupling	68	COC(=O)c1ccc2cc(-c3cccc(-c4nn(C)c(C(F)(F)F)c4Br)c3)[nH]c2c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.172	0.0236972	Cn1nc(B2OC(C)(C)C(C)(C)O2)c(Br)c1C(F)(F)F	REACT
1623	5	COC(=O)c1ccc2cc(-c3cccc(-c4nn(C)c(C(F)(F)F)c4Br)c3)[nH]c2c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	STOP	102	COC(=O)c1ccc2cc(-c3cccc(-c4nn(C)c(C(F)(F)F)c4Br)c3)[nH]c2c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.172	0		STOP
1624	0	NCC1CCN(CC(F)(F)F)C1	START		NCC1CCN(CC(F)(F)F)C1	0.685	0		START
1624	1	NCC1CCN(CC(F)(F)F)C1	Reductive_amination-Ketone_R2	65	FC(F)(F)CN1CCC(CNCc2cc(Br)co2)C1	0.893	0.291727	O=Cc1cc(Br)co1	REACT
1624	2	FC(F)(F)CN1CCC(CNCc2cc(Br)co2)C1	Suzuki_coupling	68	Nc1ccc2cc(-c3coc(CNCC4CCN(CC(F)(F)F)C4)c3)ccc2c1	0.588	0.188092	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1624	3	Nc1ccc2cc(-c3coc(CNCC4CCN(CC(F)(F)F)C4)c3)ccc2c1	Bischler-Indole	7	FC(F)(F)CN1CCC(CNCc2cc(-c3ccc4cc5[nH]c(-c6ccc7c(c6)CCC7)cc5cc4c3)co2)C1	0.221	0.223372	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1624	4	FC(F)(F)CN1CCC(CNCc2cc(-c3ccc4cc5[nH]c(-c6ccc7c(c6)CCC7)cc5cc4c3)co2)C1	STOP	102	FC(F)(F)CN1CCC(CNCc2cc(-c3ccc4cc5[nH]c(-c6ccc7c(c6)CCC7)cc5cc4c3)co2)C1	0.221	0		STOP
1625	0	NCC1CCCCC1N	START		NCC1CCCCC1N	0.539	0		START
1625	1	NCC1CCCCC1N	Reductive_amination-Ketone_R2	65	NC1CCCCC1CNCc1cc(Br)co1	0.895	0.374806	O=Cc1cc(Br)co1	REACT
1625	2	NC1CCCCC1CNCc1cc(Br)co1	Suzuki_coupling	68	NC1CCCCC1CNCc1cc(-c2ccc3c(c2)CCO3)co1	0.883	0.40801	OB(O)c1ccc2c(c1)CCO2	REACT
1625	3	NC1CCCCC1CNCc1cc(-c2ccc3c(c2)CCO3)co1	STOP	102	NC1CCCCC1CNCc1cc(-c2ccc3c(c2)CCO3)co1	0.883	0		STOP
1626	0	NCc1ncccc1N	START		NCc1ncccc1N	0.557	0		START
1626	1	NCc1ncccc1N	Reductive_amination-Ketone_R2	65	NCc1ncccc1NCc1cc(Br)co1	0.904	0.254801	O=Cc1cc(Br)co1	REACT
1626	2	NCc1ncccc1NCc1cc(Br)co1	Suzuki_coupling	68	NCc1ncccc1NCc1cc(-c2ccc3cc(N)ccc3c2)co1	0.473	0.246495	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1626	3	NCc1ncccc1NCc1cc(-c2ccc3cc(N)ccc3c2)co1	Bischler-Indole	7	NCc1ncccc1NCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	0.233	0.270617	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1626	4	NCc1ncccc1NCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	STOP	102	NCc1ncccc1NCc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1	0.233	0		STOP
1627	0	CC1CC(CCC(=O)O)C(C)N1C	START		CC1CC(CCC(=O)O)C(C)N1C	0.725	0		START
1627	1	CC1CC(CCC(=O)O)C(C)N1C	Ketone_formation_R2	85	CC1CC(CCC(=O)Cc2ccc(Br)cc2)C(C)N1C	0.807	0.120285	Brc1ccc(CI)cc1	REACT
1627	2	CC1CC(CCC(=O)Cc2ccc(Br)cc2)C(C)N1C	Suzuki_coupling	68	CC1CC(CCC(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)C(C)N1C	0.539	0.152792	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1627	3	CC1CC(CCC(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)C(C)N1C	Bischler-Indole	7	CC1CC(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)C(C)N1C	0.209	0.0600169	O=C(CBr)c1cccc(Br)c1	REACT
1627	4	CC1CC(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)C(C)N1C	Suzuki_coupling	68	CC1CC(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)C(C)N1C	0.185	0.249911	OB(O)c1ccc2c(c1)CCO2	REACT
1627	5	CC1CC(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)C(C)N1C	STOP	102	CC1CC(CCC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)C(C)N1C	0.185	0		STOP
1628	0	CC(C)(C)OC(=O)NCC12CC(C(=O)O)(C1)C2	START		CC(C)(C)OC(=O)NCC12CC(C(=O)O)(C1)C2	0.789	0		START
1628	1	CC(C)(C)OC(=O)NCC12CC(C(=O)O)(C1)C2	Ketone_formation_R2	85	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(Br)cc3)(C1)C2	0.812	0.159653	Brc1ccc(CI)cc1	REACT
1628	2	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(Br)cc3)(C1)C2	Suzuki_coupling	68	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5cc(N)ccc5c4)cc3)(C1)C2	0.453	0.0785411	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1628	3	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5cc(N)ccc5c4)cc3)(C1)C2	Bischler-Indole	7	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(Br)c7)cc65)c4)cc3)(C1)C2	0.187	0.0582963	O=C(CBr)c1cccc(Br)c1	REACT
1628	4	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(Br)c7)cc65)c4)cc3)(C1)C2	Suzuki_coupling	68	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(-c8ccc9c(c8)OCC9)c7)cc65)c4)cc3)(C1)C2	0.168	0.204075	OB(O)c1ccc2c(c1)OCC2	REACT
1628	5	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(-c8ccc9c(c8)OCC9)c7)cc65)c4)cc3)(C1)C2	STOP	102	CC(C)(C)OC(=O)NCC12CC(C(=O)Cc3ccc(-c4ccc5c(ccc6[nH]c(-c7cccc(-c8ccc9c(c8)OCC9)c7)cc65)c4)cc3)(C1)C2	0.168	0		STOP
1629	0	COC1(C(=O)O)CCC(C(F)F)CC1	START		COC1(C(=O)O)CCC(C(F)F)CC1	0.77	0		START
1629	1	COC1(C(=O)O)CCC(C(F)F)CC1	Ketone_formation_R2	85	COC1(C(=O)Cc2ccc(Br)cc2)CCC(C(F)F)CC1	0.777	0.212449	Brc1ccc(CI)cc1	REACT
1629	2	COC1(C(=O)Cc2ccc(Br)cc2)CCC(C(F)F)CC1	Suzuki_coupling	68	COC1(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)CCC(C(F)F)CC1	0.492	0.157326	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1629	3	COC1(C(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)CCC(C(F)F)CC1	Bischler-Indole	7	COC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)CCC(C(F)F)CC1	0.215	0.256966	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1629	4	COC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)CCC(C(F)F)CC1	STOP	102	COC1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)CCC(C(F)F)CC1	0.215	0		STOP
1630	0	Cc1nc(CO)c(Br)s1	START		Cc1nc(CO)c(Br)s1	0.761	0		START
1630	1	Cc1nc(CO)c(Br)s1	Suzuki_coupling	68	Cc1nc(CO)c(-c2ccc3cc(N)ccc3c2)s1	0.702	0.277217	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1630	2	Cc1nc(CO)c(-c2ccc3cc(N)ccc3c2)s1	Bischler-Indole	7	Cc1nc(CO)c(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)s1	0.361	0.411496	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1630	3	Cc1nc(CO)c(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)s1	STOP	102	Cc1nc(CO)c(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)s1	0.361	0		STOP
1631	0	O=C(O)Cc1cccc(Cl)c1Cl	START		O=C(O)Cc1cccc(Cl)c1Cl	0.805	0		START
1631	1	O=C(O)Cc1cccc(Cl)c1Cl	Ketone_formation_R2	85	O=C(Cc1ccc(Br)cc1)Cc1cccc(Cl)c1Cl	0.743	0.0266261	Brc1ccc(CI)cc1	REACT
1631	2	O=C(Cc1ccc(Br)cc1)Cc1cccc(Cl)c1Cl	Suzuki_coupling	68	Nc1ccc2cc(-c3ccc(CC(=O)Cc4cccc(Cl)c4Cl)cc3)ccc2c1	0.363	0.269412	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1631	3	Nc1ccc2cc(-c3ccc(CC(=O)Cc4cccc(Cl)c4Cl)cc3)ccc2c1	Bischler-Indole	7	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(Br)c5)cc4cc3c2)cc1)Cc1cccc(Cl)c1Cl	0.203	0.0668106	O=C(CBr)c1cccc(Br)c1	REACT
1631	4	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(Br)c5)cc4cc3c2)cc1)Cc1cccc(Cl)c1Cl	Suzuki_coupling	68	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)Cc1cccc(Cl)c1Cl	0.189	0.243059	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	REACT
1631	5	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)Cc1cccc(Cl)c1Cl	STOP	102	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)Cc1cccc(Cl)c1Cl	0.189	0		STOP
1632	0	COc1ccc(CC(=O)O)c(Cl)c1	START		COc1ccc(CC(=O)O)c(Cl)c1	0.812	0		START
1632	1	COc1ccc(CC(=O)O)c(Cl)c1	Ketone_formation_R2	85	COc1ccc(CC(=O)Cc2ccc(Br)cc2)c(Cl)c1	0.793	0.0103027	Brc1ccc(CI)cc1	REACT
1632	2	COc1ccc(CC(=O)Cc2ccc(Br)cc2)c(Cl)c1	Suzuki_coupling	68	COc1ccc(CC(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)c(Cl)c1	0.387	0.253343	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1632	3	COc1ccc(CC(=O)Cc2ccc(-c3ccc4cc(N)ccc4c3)cc2)c(Cl)c1	Bischler-Indole	7	COc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)c(Cl)c1	0.2	0.0793691	O=C(CBr)c1cccc(Br)c1	REACT
1632	4	COc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(Br)c6)cc54)c3)cc2)c(Cl)c1	Suzuki_coupling	68	COc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)c(Cl)c1	0.181	0.224439	OB(O)c1ccc2c(c1)OCC2	REACT
1632	5	COc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)c(Cl)c1	STOP	102	COc1ccc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)c(Cl)c1	0.181	0		STOP
1633	0	O=C(O)Cc1ccc(Br)cc1	START		O=C(O)Cc1ccc(Br)cc1	0.819	0		START
1633	1	O=C(O)Cc1ccc(Br)cc1	Suzuki_coupling	68	O=C(O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1	0.916	0.5776	OB(O)c1ccc2c(c1)CCO2	REACT
1633	2	O=C(O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1	STOP	102	O=C(O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1	0.916	0		STOP
1634	0	COc1ccccc1CN	START		COc1ccccc1CN	0.663	0		START
1634	1	COc1ccccc1CN	Reductive_amination-Ketone_R2	65	COc1ccccc1CNCc1cc(Br)co1	0.919	0.342892	O=Cc1cc(Br)co1	REACT
1634	2	COc1ccccc1CNCc1cc(Br)co1	Suzuki_coupling	68	COc1ccccc1CNCc1cc(-c2ccc3c(c2)OCC3)co1	0.734	0.388739	OB(O)c1ccc2c(c1)OCC2	REACT
1634	3	COc1ccccc1CNCc1cc(-c2ccc3c(c2)OCC3)co1	STOP	102	COc1ccccc1CNCc1cc(-c2ccc3c(c2)OCC3)co1	0.734	0		STOP
1635	0	Cc1cc(O)nc(C(F)(F)F)n1	START		Cc1cc(O)nc(C(F)(F)F)n1	0.654	0		START
1635	1	Cc1cc(O)nc(C(F)(F)F)n1	FGI_bromination	95	Cc1cc(Br)nc(C(F)(F)F)n1	0.652	0.00669655		REACT
1635	2	Cc1cc(Br)nc(C(F)(F)F)n1	Suzuki_coupling	68	Cc1cc(-c2ccc3cc(N)ccc3c2)nc(C(F)(F)F)n1	0.685	0.327773	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1635	3	Cc1cc(-c2ccc3cc(N)ccc3c2)nc(C(F)(F)F)n1	Bischler-Indole	7	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)nc(C(F)(F)F)n1	0.312	0.349524	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1635	4	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)nc(C(F)(F)F)n1	STOP	102	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)nc(C(F)(F)F)n1	0.312	0		STOP
1636	0	CC1CC(CN)CN1C(=O)OC(C)(C)C	START		CC1CC(CN)CN1C(=O)OC(C)(C)C	0.721	0		START
1636	1	CC1CC(CN)CN1C(=O)OC(C)(C)C	Reductive_amination-Ketone_R2	65	CC1CC(CNCc2cc(Br)co2)CN1C(=O)OC(C)(C)C	0.873	0.228223	O=Cc1cc(Br)co1	REACT
1636	2	CC1CC(CNCc2cc(Br)co2)CN1C(=O)OC(C)(C)C	Suzuki_coupling	68	CC1CC(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)CN1C(=O)OC(C)(C)C	0.523	0.178977	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1636	3	CC1CC(CNCc2cc(-c3ccc4cc(N)ccc4c3)co2)CN1C(=O)OC(C)(C)C	Bischler-Indole	7	CC1CC(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)CN1C(=O)OC(C)(C)C	0.213	0.224733	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1636	4	CC1CC(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)CN1C(=O)OC(C)(C)C	STOP	102	CC1CC(CNCc2cc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)co2)CN1C(=O)OC(C)(C)C	0.213	0		STOP
1637	0	CC(C)(C)Oc1ccc(Br)cc1	START		CC(C)(C)Oc1ccc(Br)cc1	0.714	0		START
1637	1	CC(C)(C)Oc1ccc(Br)cc1	Suzuki_coupling	68	CC(C)(C)Oc1ccc(-c2ccc3cc(N)ccc3c2)cc1	0.653	0.260757	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1637	2	CC(C)(C)Oc1ccc(-c2ccc3cc(N)ccc3c2)cc1	Bischler-Indole	7	CC(C)(C)Oc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.305	0.332783	O=C(CBr)c1ccc2c(c1)CCC2	REACT
1637	3	CC(C)(C)Oc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	STOP	102	CC(C)(C)Oc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.305	0		STOP
1638	0	OCc1ccnc(Cl)c1Br	START		OCc1ccnc(Cl)c1Br	0.737	0		START
1638	1	OCc1ccnc(Cl)c1Br	Suzuki_coupling	68	Nc1ccc2cc(-c3c(CO)ccnc3Cl)ccc2c1	0.558	0.347133	CC1(C)OB(c2ccc3cc(N)ccc3c2)OC1(C)C	REACT
1638	2	Nc1ccc2cc(-c3c(CO)ccnc3Cl)ccc2c1	Bischler-Indole	7	OCc1ccnc(Cl)c1-c1ccc2cc3[nH]c(-c4cccc(Br)c4)cc3cc2c1	0.284	0.120288	O=C(CBr)c1cccc(Br)c1	REACT
